payment_id,order_id,method,status,amount,currency,fee,tax,net_amount,created_at,captured_at,merchant_name,customer_email,rrn,settlement_id,notes
pay_ERpiKd4b5FksUP,order_G7X5TXvNDujjUY,upi,captured,72815.34,INR,,,,2026-07-29 12:57:38,,BUNDL TECHNOLOGIES,,194129319529,setl_BBH6hMOmzdhxZM,
pay_ouHEI3bJ5CwWdD,order_CdzJhAcg9RT6XN,card,captured,349.00,INR,,,,2026-07-28 13:41:27,2026-07-28 13:41:29,URBAN COMPANY,gyocinhb@example.com,886742254616,setl_XDHnLhC7Rc9Nmo,
pay_RqvlCFy3gRCZPs,order_mKpGWjgGbT1KNC,upi,captured,799.00,INR,19.33,3.48,776.19,2026-07-29 17:18:51,2026-07-29 17:18:53,MYNTRA DESIGNS,mnkizrmm@example.com,323051801367,setl_3bEbi34CSkvmQb,
pay_UxwiWtU105AHh8,order_q9VxNVDn8WByNC,upi,captured,"6,563.20",INR,₹134.72,24.25,6404.23,2026-08-08 20:40:09,2026-08-08 20:40:11,BUNDL TECHNOLOGIES,nxudnsuo@example.com,773267878946,setl_1CbyIB0eQ16aUA,
pay_QAW3oU6lPZEAE9,order_8wjULMxGwmHMNQ,upi,captured,11557.71,INR,₹288.09,51.86,₹11217.76,2026-08-19 13:13:22,2026-08-19 13:13:24,BUNDL TECHNOLOGIES,,857121674105,setl_7FlPICPMT5HNU7,
pay_phuz2PMbaVimmd,order_BPQrapnc2owppV,upi,captured,₹799.0,INR,,,,2026-08-17 06:47:12,,MYNTRA DESIGNS,ftgidatq@example.com,955683438094,setl_1SBG5A6C6V1dIr,
pay_A7VULc7chkDJbw,order_VN2axkeBgJHpXL,netbanking,captured,"3,401.57",INR,,,,2026-07-30 14:44:13,2026-07-30 14:44:15,URBANCLAP,nkgbuidx@example.com,145514251034,setl_dIKzouQh0Y1ZKT,
pay_WtQvT3aF1QYwTU,order_xl6pyRLigyivNM,upi,refunded,"5,433.99",INR,129.69,23.35,"5,280.95",2026-08-17 13:54:36,2026-08-17 13:54:38,URBAN COMPANY,maggrmge@example.com,789767212356,setl_BBU6w3d71lwyaA,
pay_Osxczqfgp9p49K,order_ubkcJirQrIkx6N,upi,captured,299.00,INR,,,,2026-07-23 09:57:53,,FLIPKART INTERNET,ckpjfjfj@example.com,102432910464,setl_X3elxQeTCj21jA,
pay_CTlMWEyWDDDj79,order_XFWstjAnx2Ktz1,upi,captured,12999.00,INR,,,,2026-07-28 00:06:13,2026-07-28 00:06:15,INNOVATIVE RETAIL CONCEPTS,,488026336985,setl_pcjEzeJlrLp4Ei,
pay_bK0gGJZ5MIv54l,order_gXvXk45SjyN78s,card,captured,₹2999.0,INR,,,,2026-08-01 07:24:28,2026-08-01 07:24:30,CUREFIT HEALTHCARE,kudjwoyl@example.com,399255896217,setl_ml3JmImVqhOdEU,
pay_PvEcWW4Jv54R4B,,netbanking,captured,72.98,INR,1.66,0.30,71.02,2026-07-23 17:20:03,2026-07-23 17:20:05,DELIGHTFUL GOURMET,nrqhkusj@example.com,728957640338,setl_PC8TIZlf05ZM1K,
pay_0zdvdznER84nm1,order_tFK3fqAcjQIsx2,upi,captured,199.00,INR,4.74,0.85,193.41,2026-07-27 21:39:27,2026-07-27 21:39:29,FSN E-COMMERCE,,709053295033,setl_K1ALxziIArcw7n,
pay_3lMOZj14WMRVrt,order_QmjtJAxsW5y4bJ,card,captured,168.05,INR,4.00,₹0.72,163.33,2026-07-26 08:57:11,2026-07-26 08:57:13,BUNDL TECHNOLOGIES,duumykni@example.com,,setl_3PWrEgRmXeON0F,
pay_bDpShQCEaCoomH,,upi,captured,₹9999.0,INR,,,,2026-08-10 10:03:23,2026-08-10 10:03:25,MAKEMYTRIP INDIA,,749715312977,setl_Gcy8AJnojngiol,
pay_enDEQDa9OmLdsX,order_woIOgyW92ZVlly,upi,captured,₹2135.4,INR,46.05,8.29,₹2081.06,2026-08-17 06:28:51,2026-08-17 06:28:53,THREPSI SOLUTIONS,,788447946470,setl_S6n3pCN9Fvb1YY,
pay_joI9cSXfFVCNws,order_oY7hk6UyNIkkRK,upi,captured,₹499.0,INR,,,,2026-08-14 12:36:43,2026-08-14 12:36:45,FLIPKART INTERNET,ofefwlqm@example.com,679253151709,setl_cDVQuPNfiWyaRW,
pay_u7dtTwBpYZwy2y,order_a7svVmYQr9tPPg,upi,captured,843.37,INR,19.29,3.47,820.61,2026-08-12 18:59:16,2026-08-12 18:59:18,INNOVATIVE RETAIL CONCEPTS,nlxeefig@example.com,,setl_U9983UqjNtAG6x,
pay_DbaC9aPAgHdOwI,order_SG0oPOzIjstTlj,card,captured,149.00,INR,,,,2026-07-27 06:48:41,2026-07-27 06:48:43,CUREFIT HEALTHCARE,,,setl_wIPyYqfViH2EV9,
pay_vInnRP0rtKx2jj,order_r6JFpmMQD3uvN7,netbanking,captured,₹2499.0,INR,57.85,10.41,"2,430.74",2026-08-06 20:51:36,2026-08-06 20:51:38,URBAN COMPANY,jbpnrghw@example.com,253585578492,setl_7RxiSo8Zrw9Cw8,
pay_O4hNWog2i8387Q,order_MmcLyQwngbzVmU,wallet,captured,₹83.22,INR,1.73,0.31,81.18,2026-08-17 14:34:58,2026-08-17 14:35:00,AMAZON RETAIL,aobxgdvs@example.com,951127702728,setl_yRPhlnZmOiuNHF,
pay_xwneHBUlQb8sco,,wallet,captured,349.00,INR,8.31,1.49,339.20,2026-08-19 21:42:41,,FSN E-COMMERCE,rbmlsorx@example.com,,setl_Pg5VY7Mjt0GiiX,
pay_pJgC9pMoVsdoCU,,card,captured,399.00,INR,₹9.0,1.62,388.38,2026-07-26 07:54:20,2026-07-26 07:54:22,BUNDL TECHNOLOGIES,,457877558973,setl_5LN6zLg5Fzm49l,
pay_I3uWMSATpmmf6g,order_Nf971ube7c0ZaS,upi,captured,"13,953.64",INR,280.12,₹50.42,"13,623.10",2026-07-23 09:29:17,2026-07-23 09:29:19,MYNTRA DESIGNS,,124767694381,setl_cV93ZbX9tVAsvr,
pay_F7kLvg1cWtF8XJ,order_E02vg4dMWpmaBC,wallet,refunded,388.90,INR,9.51,₹1.71,377.68,2026-08-13 17:15:08,2026-08-13 17:15:10,FSN E-COMMERCE,fmlpqvgh@example.com,133718802908,setl_h4PiuAlXJNBWhl,
pay_RNOQcZNLfZbrtQ,order_Nz6At69IiTcAl7,wallet,captured,"6,719.97",INR,158.62,28.55,6532.80,2026-08-20 17:20:54,2026-08-20 17:20:56,MYNTRA DESIGNS,jrhkersq@example.com,446177337889,setl_KTd0mZwAnNzt3a,
pay_xaMQMYsJEKT3aB,order_bNTcr8nWxGJPA2,upi,captured,9680.77,INR,221.69,39.90,"9,419.18",2026-07-25 22:19:44,2026-07-25 22:19:46,DELIGHTFUL GOURMET,lebpgqrr@example.com,973579095375,setl_PF9fDnOrpALs5w,
pay_JGWgyd2GiAl1RY,order_vF4xWcuAh96pmL,card,captured,74.98,INR,1.76,₹0.32,72.90,2026-07-23 12:13:03,2026-07-23 12:13:05,DELIGHTFUL GOURMET,,264826488764,setl_lD1s987A3DPZ4n,
pay_OEvXjNw4Pac8xj,order_SHzDA4pfL1mTue,upi,captured,₹599.0,INR,13.11,2.36,583.53,2026-07-25 15:32:02,2026-07-25 15:32:04,LENSKART SOLUTIONS,onfawjli@example.com,275992688573,setl_eksra9NaXOZIxo,
pay_LmdKxRad896p7z,order_eH7B9Uhsll42uD,upi,captured,₹3999.0,INR,90.90,16.36,"3,891.74",2026-08-11 13:02:44,2026-08-11 13:02:46,AMAZON RETAIL,,892958692427,,
pay_9sr1MV2bA0sV36,order_GpSc8ScDkRsC1v,wallet,captured,"1,499.00",INR,₹31.88,5.74,1461.38,2026-07-28 13:00:43,2026-07-28 13:00:45,MAKEMYTRIP INDIA,wzjjxpmc@example.com,351293381369,setl_KoGReQrA32GAMY,
pay_EJebx9ySqVAGFf,order_Mdhk7Es5or2x5L,wallet,captured,₹31.06,INR,,,,2026-07-24 07:42:48,2026-07-24 07:42:50,MAKEMYTRIP INDIA,vsdpywst@example.com,105831647663,setl_37Hk3gJKY3RjcB,
pay_OAtz4f5ibEBmNY,order_9Q8TJpfNGiOyJV,wallet,captured,499.00,INR,,,,2026-07-26 16:45:15,2026-07-26 16:45:17,Lenskart Solutions Pvt Ltd,mebgmngr@example.com,,setl_L4EonxKG0aXvLF,
pay_aNrhbQQuouytZN,order_I7eWU7GTJCFixI,upi,captured,784.78,INR,16.75,3.01,₹765.02,2026-07-29 12:24:05,2026-07-29 12:24:07,FSN E-COMMERCE,,609210278594,setl_17eAX6DJootAgd,
pay_RFpa9vd840Xcxy,order_skk7zxcDHbFbxv,upi,captured,68.30,INR,1.50,0.27,66.53,2026-08-10 18:59:36,2026-08-10 18:59:38,UC HOME SERVICES,fgqrrfdw@example.com,,setl_fFSw0ywdkjCj5P,
pay_Fk7ZJHZvQRmxGx,order_ZxI206AGIe1IZK,card,failed,"43,957.69",INR,₹0.0,0.00,0.00,2026-07-23 16:55:37,,AMAZON RETAIL,,,,Payment declined by issuer
pay_IMF8ktVCNjoFKQ,,card,authorized,25496.32,INR,0.00,0.00,0.00,2026-07-30 07:49:36,,DELIGHTFUL GOURMET,,,,
pay_aFfdONDr2yQrUp,order_DjvZtDWzumFVl4,card,captured,"12,999.00",INR,,,,2026-08-13 07:19:40,2026-08-13 07:19:42,THREPSI SOLUTIONS,ubrpvaan@example.com,164184363887,setl_qTX0HGwL9Cloqy,
pay_WoQxJMW98eBmpY,order_q6vyDXS5rpzFl5,upi,captured,799.00,INR,₹16.31,2.94,779.75,2026-07-22 01:16:59,2026-07-22 01:17:01,MYNTRA DESIGNS,mvgqqsri@example.com,106094141290,setl_DOy8nWGrEAas9k,
pay_FP7dySK8xtaUie,order_nBl61vdcgFNOBq,upi,captured,67133.89,INR,"1,350.40",₹243.07,"65,540.42",2026-08-11 13:42:00,2026-08-11 13:42:02,AMAZON RETAIL,ddclqflk@example.com,974116490691,setl_TiM8Q9QOUrclMG,
pay_fMQ4JMkBCpwY4J,order_vRbuR0yn7jXy05,upi,captured,1299.00,INR,27.27,4.91,"1,266.82",2026-08-05 10:51:31,2026-08-05 10:51:33,LENSKART SOLUTIONS,wfipbjvx@example.com,948503821822,setl_Jgz1ykZkTkswA1,
pay_buR7uCt3xKjt3p,order_615HGFPRX8VohA,card,captured,349.00,INR,8.02,1.44,₹339.54,2026-08-10 00:34:17,2026-08-10 00:34:19,AMAZON RETAIL,jrgosslh@example.com,728903445541,setl_tdbrabuORJwHvO,
pay_d171kAYRYXX9L8,,card,captured,625.50,INR,14.15,2.55,₹608.8,2026-07-26 08:09:29,,BIGTREE ENTERTAINMENT,,797273521198,setl_q7ZFHKSYVSZTpX,
pay_5BthJYXjz6JsUx,order_GRLYHjtVgQCCgZ,card,failed,"12,611.61",INR,0.00,0.00,₹0.0,2026-08-17 11:31:20,,BUNDL TECHNOLOGIES,,,,Payment declined by issuer
pay_z7NmNFbrjZPMSc,order_Y01VMqhwpclsN5,card,captured,"7,999.00",INR,,,,2026-08-01 09:55:24,2026-08-01 09:55:26,INNOVATIVE RETAIL CONCEPTS,ttweapjs@example.com,612454141130,,
pay_OjHov9GzYM1tOe,order_gdwVdeloitb4Z0,wallet,authorized,₹16591.24,INR,0.00,0.00,0.00,2026-07-22 14:27:59,,ZOMATO LIMITED,,,,
pay_C1GgxZQifxLInW,order_2Az0KSOUtKSRcD,upi,captured,163.89,INR,₹3.83,0.69,159.37,2026-07-22 12:59:17,,CUREFIT HEALTHCARE,,244210233448,setl_5E4VC68YTQfgSW,
pay_XC1D2GrfyJA7kW,,card,captured,₹353520.54,INR,7964.74,₹1433.65,"3,44,122.15",2026-08-17 17:43:20,2026-08-17 17:43:22,FLIPKART INTERNET,usyziqzr@example.com,349338419873,setl_BQR34f6tE5aRZQ,
pay_BxssQA43SXPnGd,order_WOVGLOu0BIwM6m,wallet,captured,₹532.09,INR,12.81,2.30,516.98,2026-08-11 00:09:23,,AMAZON RETAIL,lcodqall@example.com,375123782521,setl_Siy1cJqsXbqMdC,
pay_RtOQ6Ci98nFcdO,order_br75PI7U2t1mzN,card,captured,"5,999.00",INR,,,,2026-07-26 21:59:10,,MAKEMYTRIP INDIA,,982094154144,setl_jdGNiOgZDe4QDE,
pay_t9KSR5CJBg9KIu,order_FAtgSVTqQQBRXO,upi,captured,"1,924.55",INR,45.73,₹8.23,₹1870.59,2026-07-22 22:59:06,2026-07-22 22:59:08,AMAZON RETAIL,wjhpekaf@example.com,439319788521,setl_x41CCSRFBOSXyw,
pay_680KV0VZMoRr8X,order_wANDcRgZ574VFH,upi,captured,₹3499.0,INR,,,,2026-08-02 08:11:37,2026-08-02 08:11:39,URBAN COMPANY,orsgxjxs@example.com,301436537202,setl_s9dZbS5T7d4tYo,
pay_SiiZhu6TKDPbRx,order_xtC9tlp1ShHSyk,upi,captured,749.00,INR,17.36,3.13,₹728.51,2026-08-20 20:07:26,2026-08-20 20:07:28,FLIPKART INTERNET,vkaoaerm@example.com,632797203108,setl_XGU41h0BPYMH5Q,
pay_9mz8Pnn2TNS9H1,order_mQv9eH09UXLZcJ,card,captured,"4,999.00",INR,,,,2026-08-11 14:59:33,,BIGTREE ENTERTAINMENT,csbzpjle@example.com,382852190809,setl_6GKOubeTx2hiSv,
pay_weqXkm488C9lBP,order_ddN0jsIJv6wUF8,upi,captured,"19,761.67",INR,441.29,79.43,"19,240.95",2026-08-05 19:03:50,,FLIPKART INTERNET,udqlxifb@example.com,,setl_EOdFD4M4Su7F1G,
pay_usjUYoBuzs2dk4,order_DZ2j7DKxfvp5PL,card,captured,99.00,INR,2.19,₹0.39,96.42,2026-08-18 14:10:52,2026-08-18 14:10:54,INNOVATIVE RETAIL CONCEPTS,ilmlscgn@example.com,323777628244,setl_sruMrJ4ICgwuwE,
pay_OHS1YQbdZ4z2nK,order_8AbNxvhzihxESV,card,captured,1499.00,INR,33.48,6.03,1459.49,2026-07-31 20:11:41,2026-07-31 20:11:43,INNOVATIVE RETAIL CONCEPTS,newcltgj@example.com,316367360893,,
pay_OJ8tNjMyFhWGYf,order_16dAG0YJhxK9KX,card,captured,149.00,INR,3.06,0.55,145.39,2026-07-28 20:49:03,2026-07-28 20:49:02,THREPSI SOLUTIONS,oncutnue@example.com,237990107134,setl_HAoWNger5PD36H,
pay_KIZkDg3HrfUr1w,order_TyXUpEfQn0gIbb,upi,captured,₹199.0,INR,,,,2026-08-14 16:44:11,,ZOMATO LIMITED,,,setl_c9KPRWIC1SH742,
pay_Dnt76fkfG58Vfy,order_yFSxywuGntbyEX,upi,captured,1386.47,INR,,,,2026-08-02 15:31:01,2026-08-02 15:31:03,ZOMATO LIMITED,ujmbhbex@example.com,408801589881,setl_fJ8Dp1LLcIlJs3,
pay_VdDFp8mxlL8IlT,order_Cnp0TTJqGnTreO,netbanking,captured,659.73,INR,15.81,2.84,641.08,2026-08-12 06:10:42,,THREPSI SOLUTIONS,,262753090610,setl_i32VlxUc0Jp3cM,
pay_iRe4AVHS0z6Uyl,order_vTxvmVJhaAigBI,card,captured,1039.55,INR,21.71,3.91,"1,013.93",2026-08-14 21:39:46,2026-08-14 21:39:48,BIGTREE ENTERTAINMENT,inpnsvsi@example.com,356521008436,setl_EA36FDL36yMVn4,
pay_o1OzOCUNL3CKWx,order_uvP8UnlznbjDcA,card,captured,2555.24,INR,52.34,9.42,"2,493.48",2026-08-08 20:36:09,2026-08-08 20:36:11,THREPSI SOLUTIONS,,128273982525,setl_n7NeYK0dUpeHVN,
pay_wKGeROa2xDZ7w6,order_h6LPb3UjoQwF0f,netbanking,captured,899.00,INR,₹21.43,3.86,873.71,2026-08-08 06:13:12,2026-08-08 06:13:14,AMAZON RETAIL,zyjvdsug@example.com,964978832006,setl_Spe2uur1IIroKZ,
pay_Lxljwjql06Njh7,order_IX9NS9oAi9TTBQ,wallet,captured,₹9320.46,INR,,,,2026-07-25 07:53:59,2026-07-25 07:54:01,FSN E-COMMERCE,,854324696435,setl_DhxiZd3G12aIG6,
,,upi,captured,₹599.0,INR,14.65,2.64,581.71,2026-07-23 17:03:19,,DELIGHTFUL GOURMET,,,,
pay_CTEW2DJg4sBOCE,order_3wvHG9Z3BG6ZFI,netbanking,captured,₹999.0,INR,₹21.36,3.84,973.80,2026-08-20 21:25:45,2026-08-20 21:25:47,ZOMATO LIMITED,llfguoli@example.com,637367208547,setl_KwUyB5plHRxMsS,
pay_jdohjwYn8GkIkC,order_Zlqsbjfl2Zp2rX,wallet,captured,299.00,INR,₹6.66,1.20,291.14,2026-07-31 12:52:08,2026-07-31 12:52:10,CUREFIT HEALTHCARE,,293608256148,setl_0NDaaVe2myTYxI,
pay_6MK1IYQvUbXCy7,,upi,captured,349.00,INR,8.33,₹1.5,339.17,2026-07-30 13:54:21,2026-07-30 13:54:23,DELIGHTFUL GOURMET,friafcll@example.com,225109802604,,
pay_X8RPXMUqTA8HLh,order_bjnidgbPydE2hZ,netbanking,captured,1799.00,INR,41.30,₹7.43,1750.27,2026-08-19 12:39:54,,Lenskart Solutions Pvt Ltd,jbanosue@example.com,580280885138,setl_DTuVmQJ2EGjChK,
pay_1VM8K2YF9iQfnL,order_zvryPOdhVDNTEv,netbanking,captured,"5,999.00",INR,138.42,₹24.91,5835.67,2026-08-18 17:21:40,2026-08-18 17:21:42,AMAZON RETAIL,pftvstfv@example.com,575643944957,setl_UXcvUFPfM28iQU,
pay_JiIdvpyaszOTX1,order_pdGU6TEOQ0Jn0C,upi,captured,₹599.0,INR,,,,2026-07-23 12:51:16,2026-07-23 12:51:18,FLIPKART INTERNET,jikckbej@example.com,713329446406,setl_PdpitMVD5OsMrJ,
pay_LGXj43E7lfM8I7,order_gIRtQci07RTdUo,card,captured,299.00,INR,6.96,1.25,290.79,2026-07-25 16:33:09,2026-07-25 16:33:11,BIGTREE ENTERTAINMENT,,,setl_RSP8gk0HgPKMla,
pay_65aBBn9sxNpKZY,order_SMMWebTTH9eHMt,upi,captured,"5,073.12",INR,110.42,19.88,"4,942.82",2026-08-20 14:15:36,,BIGTREE ENTERTAINMENT,,,setl_YxKkzsBHAe0pZW,
pay_aZc6J8mxfhjnbP,order_vskXbw21twLCGw,upi,captured,61257.49,INR,₹1330.62,₹239.51,₹59687.36,2026-07-25 10:28:33,2026-07-25 10:28:35,BUNDL TECHNOLOGIES,hfgmulgq@example.com,693044202138,setl_ewF6m1PLNKgU6L,
pay_hOBmH0p14LYPqy,order_pwyP1uOjw7Y3lp,netbanking,captured,127.63,INR,3.13,₹0.56,123.94,2026-07-29 15:12:51,2026-07-29 15:12:53,LENSKART SOLUTIONS,jkmcagfv@example.com,839180532275,setl_xRPxSpBsZKx0rL,
pay_ZTc9Fw7sIgATfZ,order_M7Y4aXXxOnv6DF,netbanking,failed,40845.57,INR,0.00,0.00,0.00,2026-08-15 06:13:23,,CUREFIT HEALTHCARE,,,,Payment declined by issuer
pay_4iVXvUJnwPaoWy,order_OI1q1dqnT5eCfY,upi,captured,"14,999.00",INR,338.33,60.90,"14,599.77",2026-07-30 16:41:54,2026-07-30 16:41:53,URBAN COMPANY,qjaomxzq@example.com,437525673176,setl_QQzMOiRIsTRhhd,
pay_kkpfdHtOrRE1pK,,card,authorized,₹32130.07,INR,0.00,₹0.0,0.00,2026-08-06 18:35:12,,INNOVATIVE RETAIL CONCEPTS,,,,
pay_jz5oYofmn8McYk,order_OVdkef6E98s54z,card,captured,687.92,INR,13.97,2.51,671.44,2026-08-17 17:05:12,2026-08-17 17:05:14,BIGTREE ENTERTAINMENT,hufqczcr@example.com,711147234460,,
pay_lm21aYeZsrOm8A,,upi,captured,13557.00,INR,333.41,₹60.01,13163.58,2026-08-03 07:50:20,2026-08-03 07:50:22,MYNTRA DESIGNS,kihpqach@example.com,,setl_0e4slzG88boSDN,
pay_O40ahkDqLO35g5,order_y8hehR1a4AxdOS,netbanking,captured,14999.00,INR,340.61,61.31,"14,597.08",2026-07-27 18:22:45,2026-07-27 18:22:47,FLIPKART INTERNET,urlbemte@example.com,800848921415,setl_s39mmMeOl3jycf,
pay_KlofFLVijogyfO,order_Lo5ak5dX2HzBXR,card,captured,"11,349.13",INR,268.49,48.33,11032.31,2026-08-06 20:34:53,2026-08-06 20:34:55,INNOVATIVE RETAIL CONCEPTS,crbfmrsb@example.com,230435021541,setl_sGe5bvcwNMHlo4,
pay_joV9djHcoU0XmB,order_ABi6N7iFphzzsm,card,captured,999.00,INR,20.65,3.72,974.63,2026-08-14 10:14:25,2026-08-14 10:14:27,BUNDL TECHNOLOGIES,mgoxbrjr@example.com,419277346902,setl_Ed0YIObdaweyaE,
pay_4gQUmjIURgaPnK,order_4kQccbNSDghiJ9,card,captured,"3,172.51",INR,,,,2026-08-12 14:32:59,2026-08-12 14:33:01,BIGTREE ENTERTAINMENT,plwajrxw@example.com,994458145151,setl_e67iH8qVq0CGQk,
pay_RRc3xHuMcrKlxW,order_MEw3gvNTjmdjlu,upi,captured,999.00,INR,23.51,4.23,971.26,2026-07-28 22:30:33,2026-07-28 22:30:35,MAKEMYTRIP INDIA,ruzbqcpj@example.com,403840441011,setl_I4T9wgpu4aJe1D,
pay_sok2k3gjEaFLku,order_vjhi5tUWfWYG7b,upi,captured,300.59,INR,6.54,₹1.18,292.87,2026-07-24 17:54:12,2026-07-24 17:54:11,URBAN COMPANY,lxvnramc@example.com,662151063752,setl_4lDLLswsLA0INP,
pay_YSkoxV0nGjkaYs,order_hlZQNeUGhuIWFx,wallet,captured,114.02,INR,2.53,0.45,111.04,2026-07-29 13:20:39,2026-07-29 13:20:41,INNOVATIVE RETAIL CONCEPTS,ggccjauz@example.com,981948678114,setl_yZlOvo5FgzYiUE,
pay_M3Wht6e4Xym8Z8,order_fk1BIfJ2D42Sdd,wallet,captured,99.00,INR,₹2.08,0.38,₹96.54,2026-07-27 08:01:51,2026-07-27 08:01:53,FSN E-COMMERCE,,106438848548,,
pay_dagmQSZpb6wlIY,order_k5AN3HLo1UBUFY,card,failed,"15,883.18",INR,0.00,0.00,₹0.0,2026-07-29 19:18:27,,THREPSI SOLUTIONS,,,,Payment declined by issuer
pay_iQSlooUF1QxZFs,order_rmSzJpoGkqLZXY,netbanking,captured,₹9999.0,INR,,,,2026-08-19 16:56:23,2026-08-19 16:56:25,FLIPKART INTERNET,tobzpcpl@example.com,322767571266,setl_nq63QSIh8eX2wO,
pay_0blH7uHfr3hPZO,order_YNBzAVitPDFRZm,card,captured,20.99,INR,0.43,0.08,20.48,2026-08-16 18:55:20,2026-08-16 18:55:22,BUNDL TECHNOLOGIES,dirmozwi@example.com,961590511547,,
pay_g5ESkeOsFDDmLk,order_WuAIFYL4pLwg5r,card,captured,₹11751.54,INR,,,,2026-08-11 17:50:29,2026-08-11 17:50:31,ZOMATO LIMITED,rnxamrys@example.com,489002674039,setl_6lbhfQ1hnDnroL,
,,upi,captured,₹599.0,INR,14.71,2.65,581.64,2026-07-23 14:27:19,,DELIGHTFUL GOURMET,,,,
pay_988PYutcVE5JAO,order_jom6rn8SAS9DaD,card,captured,699.00,INR,14.92,2.68,₹681.4,2026-07-31 09:07:29,2026-07-31 09:07:31,FLIPKART INTERNET,,830134896698,setl_1TizvkzKwP6kWQ,
pay_Fhbb08lkUHFvGs,order_vBnfJtmuUMD4z9,card,captured,21.53,INR,₹0.49,0.09,20.95,2026-08-03 21:50:00,,THREPSI SOLUTIONS,,362934944776,setl_zy63eZqVdChx8c,
pay_YEOap6DpErIAqU,order_vc7Zbx8A7XVtuZ,upi,captured,₹1489.65,INR,30.96,5.57,"1,453.12",2026-08-14 19:15:17,,CUREFIT HEALTHCARE,,141176310264,setl_UGZjTsD3KM2Qfe,
pay_ej58WcgXnRKk3h,order_zeBeszUyUbl71S,card,authorized,₹45585.98,INR,0.00,0.00,₹0.0,2026-07-22 22:57:32,,ZOMATO LIMITED,,,,
pay_goVTXDHBBiNOeh,order_esbZ5tSbnj24h6,card,captured,₹4999.0,INR,110.95,19.97,4868.08,2026-07-30 09:10:38,,LENSKART SOLUTIONS,kbzjbaij@example.com,854909203412,setl_Y9Ox2q6n4eZYwh,
pay_k1CIwtQw3Aq2vc,,wallet,captured,799.00,INR,₹19.84,3.57,₹775.59,2026-08-09 09:53:34,2026-08-09 09:53:36,BUNDL TECHNOLOGIES,hwidxufs@example.com,667540422067,setl_o06NxyaElpSH3v,
pay_QVj5K9jtJz4lXu,order_uyjmiONLmvSDLM,upi,captured,114.50,INR,2.54,₹0.46,111.50,2026-08-08 08:15:14,2026-08-08 08:15:16,MYNTRA DESIGNS,jxzdpnxv@example.com,137856287744,setl_wELMaHccTjKCFX,
pay_9tniVz6dSkz2HH,order_kGpUHJ2SHyTeVG,wallet,captured,₹6251.89,INR,145.50,26.19,"6,080.20",2026-08-04 17:49:30,,BUNDL TECHNOLOGIES,mffzrcwa@example.com,738825744557,setl_dD22yjUTWPvAFi,
pay_5WxsRLfKSBIeIO,order_1kruY1gBuJhvxr,card,captured,₹299.0,INR,6.56,1.18,₹291.26,2026-08-04 16:09:09,2026-08-04 16:09:11,CUREFIT HEALTHCARE,,,setl_wBVVsZUjxXJ4si,
pay_N9gXNX7ZJp7f3i,order_YzZsgXg97dYyZ3,card,captured,9999.00,INR,206.57,37.18,₹9755.25,2026-07-23 18:54:50,2026-07-23 18:54:52,CUREFIT HEALTHCARE,,541941408083,setl_8vaVCqoPF086TY,
pay_jvMfVNkQq5CyZa,order_B6ZF4ttQSsSyFI,upi,captured,449.00,INR,10.08,1.82,437.10,2026-08-09 10:35:52,2026-08-09 10:35:54,BUNDL TECHNOLOGIES,vwnvkfty@example.com,,,
pay_U4p7yML2WD36Vb,,card,failed,21033.14,INR,₹0.0,0.00,₹0.0,2026-08-12 06:34:18,,THREPSI SOLUTIONS,,,,Payment declined by issuer
pay_AG7ldvutpMW6e6,order_e6bbPkaRcP3tpv,upi,captured,499.00,INR,10.03,1.81,₹487.16,2026-07-29 11:33:07,2026-07-29 11:33:09,CUREFIT HEALTHCARE,ryapzjnf@example.com,421015460457,setl_oLXba28YVNb2iz,
pay_qmv2nfDoZtAHLq,,upi,captured,₹71945.56,INR,1681.55,302.68,69961.33,2026-08-12 22:58:24,2026-08-12 22:58:26,INNOVATIVE RETAIL CONCEPTS,foyewizt@example.com,922048314336,setl_p6XoyhIXyw7sWL,
pay_vfYrRm1Dum1s7w,order_Gsgtq8bfidtE8L,netbanking,captured,172.88,INR,,,,2026-08-17 01:20:43,2026-08-17 01:20:45,BUNDL TECHNOLOGIES,,946782742391,setl_EGXBTKbPUxsVSk,
pay_P6mzHDzW0mpmEc,order_5c9mpujpkHtHkn,upi,captured,329.96,INR,₹6.97,1.26,321.73,2026-08-05 15:04:57,,THREPSI SOLUTIONS,wuhcsnpm@example.com,645011444317,setl_IJynzpajOxGavh,
pay_yeDDFZYJMT8yGi,order_e6NPHDVTQRG9bP,card,captured,173.31,INR,4.29,0.77,₹168.25,2026-08-06 12:38:44,2026-08-06 12:38:46,CUREFIT HEALTHCARE,,971058006400,setl_okXkvhOOT0ACSH,
pay_OHrPZyFHQ9vLDz,order_CCrkxORNjj5mPo,upi,captured,"7,767.54",INR,,,,2026-08-07 17:33:56,2026-08-07 17:33:58,DELIGHTFUL GOURMET,wpjvmkki@example.com,278924921006,setl_OLIcA7DhMBjm0h,
pay_2rLN1402TjsSou,order_535nd9v0yVWZW4,upi,captured,999.00,INR,24.42,4.39,970.19,2026-07-31 14:54:36,2026-07-31 14:54:38,CUREFIT HEALTHCARE,fgeorztg@example.com,384363712502,setl_fbp8z67qlbbdbu,
